"vectorZ","vectorH0","vectorOm","vectorOl","resultados"
843.3150442271967,59.137386624469265,0.13691733646933435,0.81181119252624,61.61867190716593
699.8754613150793,69.23505206399528,0.9804528795296648,0.006865875597778931,58.86641230640146
87.7187433228139,81.66665259227324,0.12888004022474675,0.24899474551527134,57.072613328026236
644.0649344148458,66.93423828673198,0.11470514727510572,0.14116731812912742,62.84281423915999
226.68212931052244,98.00172938715119,0.9693731357584083,0.01805995852954638,55.61428677478076
449.1106443780627,64.58819214693557,0.42747576538897003,0.2628628933064716,59.34576380772674
16.66875455084437,85.6131338143751,0.41649769394867486,0.3717282000251436,50.83082021336778
395.111659231218,96.83249529974756,0.6038999456693595,0.20751875756724003,57.58407517568206
688.6889702914584,96.92281131015174,0.25883348516241034,0.5683929360697034,59.78944741879401
761.196198537712,94.14708878244997,0.08337724504649935,0.17859996225806418,63.05238585718661
297.0867883842002,61.3134414701904,0.6946800658150649,0.09275516319069371,57.80855188524613
107.46154732682226,71.0644780908177,0.9088367971990223,0.03495149206181003,54.7337931904297
942.5413302614375,61.646675729480464,0.5137177157568531,0.4361961487418897,60.44766998983653
48.4825515745913,88.13596837441688,0.4209169970492992,0.49796770358037656,53.19681078291236
6.108533062866741,58.42193358885209,0.8836267921359262,0.0015798046176170727,48.43011157485405
220.72838964921266,51.72613980560358,0.08825131666663366,0.1233708692403187,61.250059362687836
451.9030162835779,81.33032360828996,0.2803863265886204,0.48562198484166685,59.26219414211789
958.0465237265319,95.46877574078313,0.7181038387948457,0.17818626989743785,59.28358709554452
782.752361961614,53.48730520015303,0.03586680165786316,0.13577056976438018,65.97140674742329
878.8706025789659,70.43235331941895,0.7637546375292803,0.12306495257971106,59.701914395809865
229.69521436597051,90.32472996692168,0.4092617295118217,0.19789546610104292,57.26242404382159
446.42865064707644,61.237915540869594,0.08846759487621547,0.37177872390623234,62.24897570685707
153.1188573627751,79.82370213531152,0.2236177363689298,0.33507225633803606,57.477604697103494
679.7364503365302,73.15382769533929,0.7503517796427761,0.09404220692985937,59.12260083556187
767.0024979777099,68.79092443772016,0.7511234782959388,0.21110903458665303,59.366659172604216
781.3701226124042,86.32511015599789,0.8733396436300713,0.11145582305786625,58.74215053071133
776.4180167103307,77.01315075826281,0.2701973776013811,0.5276940283249686,60.5767085177216
12.47650457985003,84.84970057504272,0.32049328249628206,0.34759316686789254,50.441573855002886
445.1828083023247,95.14956158572183,0.10842975669507493,0.4373235960165708,60.77328170702603
621.0591523827491,50.15673367731344,0.7663010545454969,0.07624773865564488,59.72092990867384
171.8406856587119,98.53661586211511,0.6598421698913388,0.32622135731616053,55.33678267589619
406.6645016840223,85.16313569422954,0.4816855870924752,0.16450211621489874,58.430456021222895
148.0101364958275,54.692385739489815,0.5064382507674516,0.05934585716724883,57.10259713949529
546.6357239370359,86.99483598181567,0.7084265454121408,0.27998267716407876,58.12392315464554
275.29824583355685,84.93067657776979,0.12322133815937764,0.2552492617260206,59.961672918028924
264.5781597176285,86.5316943883595,0.10605265045374512,0.5506804500362227,59.50904913895164
726.2114068521762,52.851355161819725,0.03715530463632866,0.5231707183676427,64.99355050425153
335.2521511274697,77.42455974969812,0.6335876645409084,0.10831764120821152,57.73610964437986
760.1806492903725,66.3113473165158,0.6270567259891122,0.2013793116753776,59.80254443012316
943.7563819503366,55.13780022586743,0.18269412257907036,0.23364981258940343,63.10170304846331
847.4176289860843,52.11149885598954,0.056512486590498234,0.18447986489691648,65.32058161501129
393.62419545728676,77.28262069581272,0.8273276073404121,0.15316916516389928,57.51791657487131
767.0141045969524,79.67562806256983,0.7528706703171377,0.22042301830725047,59.029998883341165
146.50660203599523,54.96588331987412,0.8356413665435052,0.0031710768553570856,56.186726529361444
741.3674437147697,79.54999121361422,0.4737545877903966,0.36231270038382346,59.65384111953901
661.7913115154488,91.13772594334448,0.39940747759878326,0.592881512394203,58.9618711754619
785.9326441248686,68.1140212409956,0.6461358079793407,0.0565999700795512,59.95174980713054
758.3492359698043,64.33526015267617,0.9697062561404641,0.015212387361432905,59.21628328504923
812.537382600168,50.18402311951683,0.682375689607216,0.2801250643877946,60.27055530809609
308.19161765246236,56.10755924541756,0.7599323656341166,0.1826585769649609,57.79648397611208
860.3605937600073,82.93895587715329,0.6498615055672676,0.006120087777058025,59.776624729497996
68.87557648204302,58.060384415826526,0.4879094946332707,0.41383269895411356,54.80523841769066
514.6897520743707,86.47635161226816,0.6335982807566867,0.35480617934486747,58.10611345444542
498.3344184955024,82.76902907416502,0.18918086775116572,0.20018383650415628,60.7251842129845
577.6448535169914,92.71510210329,0.7043277407073911,0.043371532187898076,58.435848310567174
567.2575907983958,70.42645950191992,0.910080676494678,0.08503537435026637,58.42448113409976
210.42801112239977,95.46752803912918,0.5170826901704284,0.45474015903513865,56.10886436057549
484.9136045833691,92.87319278359602,0.3775059325670662,0.2650690884227065,58.969727156765465
19.655212015690267,88.43800417663608,0.7916910598231979,0.010073914894385139,50.53465983310729
414.53829090765043,99.65747309032523,0.23645131021953247,0.001647942006646974,59.73399009006043
69.68359946774763,65.05485668270585,0.6013458987153519,0.13572887560823776,54.56567008586897
563.4737547540342,92.73020932884249,0.212480886094506,0.30514909333593365,60.365539488833676
901.1576361937193,75.36801838760202,0.8705158212536044,0.11725221930601518,59.3512217643043
704.2153964854224,87.03526252040206,0.07501906187679741,0.3823619288184671,62.86677888032371
768.1042969168129,81.42939952573556,0.8064777701976127,0.18505651298656162,58.89641350274861
765.4993717859752,70.75822820734524,0.21489866857250006,0.2789160508361018,61.68154985920654
371.18331381544886,72.34849925610324,0.6054509691454228,0.08945924338503336,58.22622987870653
889.1553765390095,78.20166594519145,0.5892782652094024,0.1834747998043642,59.94363765499473
546.067855332409,78.50281819320361,0.38366087669537463,0.08014388399770223,59.841241616734095
39.32593689212695,78.31277346394675,0.1308853036571347,0.6322088196004921,54.44841487788282
33.983646808609365,91.56139379599057,0.844803816191094,0.07155597199098518,51.62014029623407
300.8137175675354,82.76615179792661,0.5881788066909213,0.010398959887958803,57.60846753467425
844.6165618047094,50.2334440470657,0.5255450672774169,0.45048278304038547,60.578239977830634
4.623733419518885,79.06233081022391,0.08930412147632638,0.3467721594526224,48.59158041948681
828.9911079995063,66.15455351045567,0.8776711530519727,0.04304781921831738,59.52456766406094
757.3191145511028,58.87012802979841,0.9398274447562134,0.01528651413523359,59.47015059029323
104.50331628686263,96.7417824777626,0.2050750223067901,0.2039405309125789,56.45706681409422
992.743099135927,66.30179082776961,0.028129509409585696,0.25993939440508174,66.34821364087303
514.206695138563,62.62752076853524,0.7220432851827381,0.14730710253655988,58.84764725611166
43.28047562691063,62.297094209352075,0.7067729345412577,0.2699046500126887,53.130956122312966
76.88804515588231,50.41831404412513,0.18745496863194444,0.4417469524060865,56.91204931665057
749.9509695201564,65.94395000085447,0.4762830059060892,0.20859409867767875,60.32458357885049
316.61828925644613,54.56400770187554,0.4230545592075725,0.4368235604008449,58.64831372002821
918.7346646813432,80.94166561346576,0.28216485846550277,0.5830219212324564,60.62510919788397
305.0528693989181,66.11191085302647,0.2957858956882182,0.022850050346915007,59.446381749862056
